brand,model,price,depre,age,mileage,eng_cap,power,owners,reg_date,maturity_date,years_left,COE_extended
Mercedes-Benz,E-Class E200 Mild Hybrid AMG Line Premium,245800,24590.0,1.5,23000.0,1991.0,155.0,1,2021-07-14,2031-07-14,8.5,False
BMW,3 Series 328i ,120888,13860.0,10.7,,1997.0,180.0,4,2012-05-04,2031-09-01,8.6,True
BMW,7 Series 730Li Sunroof,215988,28710.0,4.6,72000.0,1998.0,190.0,2,2018-05-23,2028-05-22,5.4,False
Mercedes-Benz,C-Class C200K ,73800,11860.0,13.7,167496.0,1796.0,135.0,4,2009-04-15,2029-03-01,6.1,True
Jaguar,XE 2.0A Prestige,102888,15870.0,4.9,54888.0,1998.0,147.0,1,2018-02-28,2028-02-28,5.1,False
BMW,5 Series 525i XL ,77600,11000.0,13.0,159800.0,2497.0,160.0,2,2010-01-29,2030-01-01,7.0,True
BMW,4 Series 420i Gran Coupe Sport,135800,20770.0,4.8,68000.0,1998.0,135.0,1,2018-03-29,2028-03-28,5.2,False
Lexus,GS300 ,66888,12380.0,14.6,,2995.0,183.0,2,2008-06-06,2028-06-01,5.4,True
Tesla,Model 3 Electric Standard Range Plus RWD,216888,21180.0,0.6,13000.0,,208.0,1,2022-06-02,2032-06-01,9.4,False
Mercedes-Benz,S-Class S320L,265800,38110.0,4.8,61725.0,2996.0,200.0,1,2018-03-12,2028-03-11,5.2,False
BMW,3 Series 316i,52888,19370.0,7.8,105000.0,1598.0,100.0,3,2015-04-10,2025-04-09,2.2,False
BMW,3 Series 318i Luxury,99800,15960.0,5.1,78495.0,1499.0,100.0,2,2017-12-14,2027-12-14,4.9,False
Toyota,Camry 2.5A,50800,15940.0,7.8,117328.0,2494.0,133.0,2,2015-03-24,2025-03-23,2.2,False
Mercedes-Benz,CLA-Class CLA180 AMG Line Sunroof,56800,22430.0,8.0,101066.0,1595.0,90.0,3,2015-01-16,2025-01-15,2.0,False
BMW,6 Series 630i Gran Turismo M-Sport,283988,27130.0,1.3,21000.0,1998.0,192.2,1,2021-10-06,2031-10-06,8.7,False
BMW,3 Series 316i Sport ,119000,11890.0,9.9,160000.0,1598.0,100.0,2,2013-02-20,2033-02-19,10.1,True
BMW,4 Series 420i Gran Coupe,144988,21680.0,4.6,56000.0,1998.0,135.0,1,2018-06-12,2028-06-11,5.4,False
Audi,A5 Sportback 2.0A TFSI S-tronic Design,166988,20410.0,2.9,57000.0,1984.0,140.0,1,2020-01-30,2030-01-29,7.1,False
Mercedes-Benz,E-Class E220d Premium,190000,23800.0,3.5,69000.0,1950.0,143.0,1,2019-07-30,2029-07-29,6.5,False
Mercedes-Benz,E-Class E220d Sport,224888,23230.0,1.5,23000.0,1950.0,143.0,1,2021-06-24,2031-06-24,8.4,False
Audi,A7 Sportback 3.0A TFSI Quattro S-Line ,149800,17010.0,10.6,,2995.0,220.0,3,2012-05-31,2031-10-01,8.7,True
Mercedes-Benz,S-Class S450L,310288,34670.0,3.2,138000.0,2996.0,270.0,1,2019-10-25,2029-10-24,6.8,False
Mercedes-Benz,S-Class S400L Hybrid ,230000,25870.0,9.0,35698.0,3498.0,245.0,2,2014-01-06,2031-11-01,8.8,True
Volvo,S90 T6 Inscription,140800,21940.0,4.7,89000.0,1969.0,235.0,2,2018-04-27,2028-04-26,5.3,False
Mercedes-Benz,E-Class E250,52800,23800.0,9.0,116000.0,1991.0,155.0,2,2014-01-17,2024-01-17,1.0,False
Audi,A3 Sedan Mild Hybrid 1.5A TFSI S-tronic,160800,16890.0,1.0,8000.0,1498.0,110.0,1,2022-01-28,2032-01-28,9.0,False
BMW,7 Series 730Li Pure Excellence,325800,31520.0,1.8,21000.0,1998.0,195.0,1,2021-03-29,2031-03-29,8.2,False
Volvo,S60 Diesel D4,54800,15540.0,7.1,117099.0,1969.0,140.0,2,2015-11-26,2025-11-25,2.9,False
Mercedes-Benz,CLA-Class CLA200,81888,20530.0,6.7,97000.0,1595.0,115.0,4,2016-04-29,2026-04-29,3.3,False
Toyota,Camry 2.5A,81800,14910.0,5.6,78211.0,2494.0,133.0,1,2017-05-25,2027-05-25,4.4,False
Mercedes-Benz,E-Class E200 Avantgarde,193800,22730.0,3.0,46000.0,1991.0,145.0,1,2020-01-16,2030-01-15,7.0,False
BMW,3 Series 320i Gran Turismo,116800,18840.0,5.1,88000.0,1998.0,135.0,2,2017-12-19,2027-12-19,4.9,False
Mazda,6 2.5A Luxury Sunroof,42800,16220.0,8.0,70100.0,2488.0,138.0,1,2015-01-28,2025-01-27,2.0,False
Lexus,IS250 ,54000,11530.0,15.3,180000.0,2500.0,153.0,2,2007-09-18,2027-09-01,4.6,True
BMW,3 Series 316i,45000,19350.0,8.3,111000.0,1598.0,100.0,3,2014-09-26,2024-09-25,1.7,False
BMW,5 Series 528i,68000,24380.0,8.6,82488.0,1997.0,180.0,1,2014-05-27,2024-05-26,1.4,False
Mercedes-Benz,CLA-Class CLA200 AMG Line Premium Plus,227988,20540.0,0.2,,1332.0,120.0,1,2022-10-28,2032-10-27,9.8,False
Volvo,S60 T2,80800,14400.0,5.2,105000.0,1498.0,90.0,2,2017-11-08,2027-11-08,4.8,False
Mercedes-Benz,S-Class S300L Sunroof ,132888,14950.0,10.9,58788.0,2997.0,170.0,4,2012-02-03,2031-11-01,8.8,True
Lexus,GS300 ,89800,11870.0,12.4,118065.0,2995.0,183.0,3,2010-08-05,2030-08-01,7.6,True
BMW,3 Series 316i ,112800,11270.0,9.8,142000.0,1598.0,100.0,4,2013-03-29,2033-03-28,10.2,True
Mercedes-Benz,E-Class E250 CGI ,99800,14360.0,13.1,,1796.0,150.0,2,2009-12-22,2029-12-01,6.9,True
Mercedes-Benz,C-Class C180ML ,49800,14360.0,16.0,168000.0,1796.0,105.0,3,2007-01-19,2026-06-01,3.4,True
Mercedes-Benz,200 ,70000,11550.0,43.4,,1988.0,,,1979-08-13,2029-01-01,6.0,True
Mercedes-Benz,CLA-Class CLA180 Progressive,179800,20050.0,2.0,19000.0,1332.0,96.0,2,2021-01-18,2031-01-18,8.0,False
BMW,7 Series 740Li Sunroof ,125888,15960.0,12.1,110000.0,2979.0,240.0,5,2010-11-30,2030-11-01,7.8,True
Volkswagen,Passat 1.8A TFSI,125000,16000.0,3.2,18072.0,1798.0,132.0,1,2019-10-31,2029-10-30,6.8,False
Mercedes-Benz,E-Class E300 Avantgarde ,87800,13930.0,13.0,116323.0,2996.0,170.0,4,2010-01-06,2029-04-01,6.2,True
Audi,A4 1.4A TFSI S-tronic,98800,17970.0,5.3,58000.0,1395.0,110.0,1,2017-10-11,2027-10-11,4.7,False
Jaguar,XE 2.0A Prestige,102800,15590.0,4.8,91000.0,1998.0,147.0,1,2018-03-23,2028-03-22,5.2,False
Mercedes-Benz,C-Class C180 Avantgarde,180888,19330.0,1.7,10000.0,1497.0,115.0,1,2021-04-20,2031-04-20,8.3,False
Audi,A5 Sportback 2.0A TFSI Quattro ,103800,12580.0,11.8,62000.0,1984.0,155.0,2,2011-04-11,2031-04-01,8.2,True
BMW,4 Series 420i Gran Coupe M-Sport,145888,21280.0,4.5,54000.0,1998.0,135.0,2,2018-07-24,2028-07-23,5.5,False
Volkswagen,Passat 1.8A TFSI,115800,14840.0,3.3,32000.0,1798.0,132.0,1,2019-09-30,2029-09-29,6.7,False
Lexus,ES Hybrid ES300h Luxury Sunroof,72000,17890.0,7.4,,2494.0,151.0,1,2015-08-27,2025-08-26,2.6,False
Audi,A3 Sedan 1.4A TFSI S-tronic Ambiente,56800,15170.0,6.7,120000.0,1395.0,92.0,3,2016-04-29,2026-04-29,3.3,False
Mercedes-Benz,C-Class C180K Avantgarde ,62800,10830.0,14.2,119670.0,1796.0,115.0,5,2008-10-28,2028-10-01,5.7,True
Mercedes-Benz,E-Class E200 Avantgarde,163800,21800.0,4.1,73000.0,1991.0,135.0,1,2018-12-10,2028-12-09,5.9,False
BMW,2 Series 216i Gran Coupe Sport,165800,16010.0,0.4,,1499.0,80.0,1,2022-08-19,2032-08-18,9.6,False
BMW,2 Series 216i Gran Coupe Sport,168800,16320.0,0.4,,1499.0,80.0,1,2022-08-18,2032-08-17,9.6,False
Mercedes-Benz,C-Class C180 Avantgarde,138800,19610.0,4.1,68000.0,1595.0,115.0,2,2018-12-21,2028-12-20,5.9,False
Mercedes-Benz,C-Class C180 Avantgarde,138800,19610.0,4.1,68000.0,1595.0,115.0,2,2018-12-21,2028-12-20,5.9,False
Mercedes-Benz,C-Class C200 CGI ,90500,11720.0,12.3,138500.0,1796.0,135.0,4,2010-10-01,2030-09-01,7.6,True
Volvo,S60 Diesel D2,34800,14260.0,8.2,120000.0,1560.0,84.0,1,2014-10-31,2024-10-30,1.8,False
BMW,5 Series 520i Mild Hybrid Executive,218800,21500.0,1.3,12091.0,1998.0,137.2,1,2021-09-29,2031-09-29,8.7,False
BMW,5 Series 520i Mild Hybrid Executive,256800,24100.0,0.6,7187.0,1998.0,137.2,1,2022-05-31,2032-05-30,9.4,False
Volkswagen,Passat 1.8A TFSI,102800,14560.0,4.1,57500.0,1798.0,132.0,2,2018-11-23,2028-11-22,5.9,False
Mazda,6 2.0A,71800,15570.0,6.0,32000.0,1998.0,121.0,1,2016-12-30,2026-12-30,4.0,False
Mercedes-Benz,C-Class C180 Mild Hybrid Avantgarde,220800,21350.0,0.7,19100.0,1496.0,140.0,1,2022-04-14,2032-04-13,9.3,False
BMW,4 Series 428i Gran Coupe Sport Sunroof,82800,29390.0,8.1,,1997.0,180.0,3,2014-11-27,2024-11-26,1.9,False
Kia,Stinger 3.3A GT Sunroof,179800,23120.0,3.4,30000.0,3342.0,272.0,1,2019-09-03,2029-09-02,6.6,False
Mercedes-Benz,S-Class S450L Mild Hybrid 4MATIC,450800,43320.0,1.6,17800.0,2999.0,286.0,1,2021-06-14,2031-06-14,8.4,False
Toyota,Camry 2.5A,41777,17980.0,8.5,90300.0,2494.0,133.0,1,2014-06-26,2024-06-25,1.5,False
Audi,A4 1.4A TFSI S-tronic,87800,17320.0,5.7,96628.0,1395.0,110.0,2,2017-04-28,2027-04-28,4.3,False
Mercedes-Benz,E-Class E200 AMG Edition E Sunroof,104600,20650.0,6.5,113000.0,1991.0,135.0,1,2016-06-28,2026-06-28,3.5,False
Mercedes-Benz,CLA-Class CLA180 AMG Line Premium,113800,18620.0,4.6,61000.0,1595.0,90.0,2,2018-06-14,2028-06-13,5.4,False
BMW,3 Series 320i ,95129,16280.0,34.2,100000.0,1990.0,,,1988-11-14,2028-11-01,5.8,True
BMW,5 Series 520i Mild Hybrid Executive,253800,23790.0,0.6,5300.0,1998.0,137.2,1,2022-05-24,2032-05-23,9.4,False
Mercedes-Benz,S-Class S300L Sunroof ,97000,13990.0,13.1,147000.0,2997.0,170.0,1,2009-12-17,2029-12-01,6.9,True
Mercedes-Benz,CLA-Class CLA180 AMG Line,120800,17580.0,4.0,47800.0,1595.0,90.0,1,2019-01-04,2029-01-03,6.0,False
Mercedes-Benz,E-Class E300e Plug-in Hybrid AMG Line,244800,25940.0,2.3,24800.0,1991.0,245.0,1,2020-09-18,2030-09-18,7.7,False
Mercedes-Benz,C-Class C43 AMG 4MATIC,215888,29980.0,4.5,45000.0,2996.0,270.0,2,2018-06-26,2028-06-25,5.5,False
Mercedes-Benz,CLA-Class CLA200 ,126800,12670.0,9.3,85000.0,1595.0,115.0,3,2013-09-11,2033-09-10,10.7,True
BMW,3 Series 318i Sport,69999,16550.0,6.6,98588.0,1499.0,100.0,2,2016-05-23,2026-05-23,3.4,False
BMW,5 Series 535i Sunroof ,113800,14570.0,12.2,,2979.0,225.0,3,2010-11-03,2030-10-01,7.7,True
BMW,3 Series 318i Sport,95888,16680.0,5.3,87810.0,1499.0,100.0,2,2017-09-28,2027-09-28,4.7,False
BMW,2 Series 218i Gran Coupe M-Sport,171388,15830.0,0.6,11000.0,1499.0,100.0,1,2022-06-23,2032-06-22,9.4,False
Toyota,Camry Hybrid 2.5A Standard,155000,17060.0,1.5,12700.0,2487.0,155.0,1,2021-07-30,2031-07-30,8.5,False
Audi,A3 Sedan Mild Hybrid 1.5A TFSI S-tronic,151999,16640.0,1.3,15088.0,1498.0,110.0,1,2021-09-06,2031-09-06,8.7,False
BMW,5 Series 530i Mild Hybrid M-Sport,279800,26540.0,1.1,11956.0,1998.0,187.2,1,2021-12-15,2031-12-15,8.9,False
Mercedes-Benz,280S ,55800,5690.0,40.0,,2746.0,,,1983-01-26,2032-10-01,9.7,True
Nissan,Teana 2.0A XL,47700,13470.0,7.4,95000.0,1997.0,100.0,1,2015-08-18,2025-08-17,2.6,False
BMW,5 Series 520i,143888,23070.0,5.0,49500.0,1998.0,135.0,3,2017-12-28,2027-12-28,5.0,False
Mercedes-Benz,230 Fintail ,95800,11480.0,1.9,,2306.0,100.5,1,2021-02-27,2031-02-01,8.1,True
BMW,5 Series 520i Sport,188800,20090.0,2.2,65500.0,1998.0,135.0,1,2020-10-19,2030-10-19,7.8,False
BMW,5 Series 530i Luxury,136800,24750.0,5.7,99000.0,1998.0,185.0,2,2017-04-28,2027-04-28,4.3,False
Volkswagen,Passat 1.8A TFSI,59800,15310.0,7.0,94000.0,1798.0,132.0,2,2015-12-30,2025-12-29,3.0,False
Mercedes-Benz,S-Class S350L Sunroof ,88888,13060.0,12.9,123000.0,3498.0,200.0,5,2010-02-01,2029-10-01,6.7,True
BMW,3 Series 335i M-Sport Sunroof ,178800,17870.0,9.3,140000.0,2979.0,225.0,5,2013-09-20,2033-09-19,10.7,True
Mercedes-Benz,CLA-Class CLA180 Progressive,165800,18810.0,2.2,33400.0,1332.0,96.0,1,2020-10-26,2030-10-26,7.8,False
BMW,3 Series 318i,65800,16930.0,6.9,138000.0,1499.0,100.0,2,2016-02-26,2026-02-25,3.1,False
Mercedes-Benz,S-Class S300L Sunroof ,97888,13860.0,12.9,153300.0,2997.0,170.0,6,2010-02-03,2030-01-01,7.0,True
Infiniti,Q50 2.0A T,66800,14890.0,6.7,108000.0,1991.0,155.0,4,2016-04-28,2026-04-28,3.3,False
Mazda,6 2.0A,73800,14580.0,5.6,,1998.0,121.0,1,2017-05-25,2027-05-25,4.4,False
Hyundai,Sonata 2.0A GLS,50700,13070.0,6.9,,1999.0,113.0,2,2016-02-26,2026-02-25,3.1,False
Mercedes-Benz,E-Class E200 Avantgarde,158800,22740.0,4.6,89500.0,1991.0,135.0,2,2018-06-07,2028-06-06,5.4,False
Nissan,Teana 2.0A XL,68800,14920.0,6.3,66742.0,1997.0,100.0,1,2016-10-03,2026-10-03,3.7,False
Volkswagen,Arteon 2.0A TSI R-Line,156800,20290.0,3.6,40000.0,1984.0,206.0,2,2019-05-31,2029-05-30,6.4,False
Mercedes-Benz,C-Class C180 Avantgarde,149000,18330.0,3.1,54000.0,1595.0,115.0,2,2019-11-22,2029-11-21,6.9,False
Audi,A3 Sedan 1.0A TFSI S-tronic,104800,13790.0,3.2,35000.0,999.0,85.0,1,2019-10-17,2029-10-16,6.8,False
BMW,3 Series 318i,62800,15970.0,6.9,90600.0,1499.0,100.0,1,2016-02-26,2026-02-25,3.1,False
Lexus,ES Hybrid ES300h Luxury Sunroof,182800,23380.0,3.5,40000.0,2487.0,160.0,2,2019-06-27,2029-06-26,6.5,False
Mercedes-Benz,C-Class C180 Avantgarde,131800,19880.0,4.5,56000.0,1595.0,115.0,1,2018-07-16,2028-07-15,5.5,False
Mercedes-Benz,C-Class C180 Avantgarde,155800,19430.0,3.1,32277.0,1595.0,115.0,1,2019-12-12,2029-12-11,6.9,False
Mercedes-Benz,C-Class C180 Avantgarde,122800,19850.0,4.9,57000.0,1595.0,115.0,1,2018-02-07,2028-02-07,5.1,False
Mercedes-Benz,C-Class C200 Mild Hybrid AMG Line Premium Plus,199800,19400.0,1.2,12752.0,1497.0,145.0,1,2021-10-22,2031-10-22,8.8,False
BMW,4 Series 430i Gran Coupe M-Sport Sunroof,157800,23120.0,4.6,70944.0,1998.0,185.0,1,2018-05-23,2028-05-22,5.4,False
Mercedes-Benz,E-Class E200,71000,22940.0,8.0,87000.0,1991.0,135.0,4,2015-01-09,2025-01-08,2.0,False
Lexus,ES250 Luxury Sunroof,87800,21290.0,7.0,75600.0,2494.0,135.0,1,2015-12-30,2025-12-29,3.0,False
Mercedes-Benz,E-Class E200 AMG Line,258000,25080.0,1.2,27000.0,1991.0,145.0,1,2021-10-21,2031-10-21,8.8,False
Mercedes-Benz,C-Class C180K ,95800,10670.0,11.0,150000.0,1597.0,115.0,5,2012-01-03,2031-12-01,8.9,True
Audi,A4 2.0A TFSI S-tronic,129800,17260.0,3.6,59000.0,1984.0,140.0,1,2019-05-31,2029-05-30,6.4,False
Mercedes-Benz,A-Class Saloon A200 AMG Line Premium Plus Sunroof,152888,18050.0,2.8,25121.0,1332.0,120.0,1,2020-03-24,2030-03-24,7.2,False
Mazda,6 2.0A Executive,108800,14060.0,3.1,44000.0,1998.0,121.0,1,2019-11-29,2029-11-28,6.9,False
BMW,5 Series 528i Sunroof,78800,25270.0,8.4,72888.0,1997.0,180.0,1,2014-08-11,2024-08-10,1.6,False
Mercedes-Benz,E-Class E200 Avantgarde,140800,21780.0,5.1,75000.0,1991.0,135.0,1,2017-12-18,2027-12-18,4.9,False
Mercedes-Benz,S-Class S450L Mild Hybrid 4MATIC,455800,42830.0,1.3,16200.0,2999.0,286.0,1,2021-09-07,2031-09-07,8.7,False
BMW,3 Series 316i,42800,19060.0,8.4,,1598.0,100.0,2,2014-08-15,2024-08-14,1.6,False
Mercedes-Benz,E-Class E250,68000,20080.0,7.9,95000.0,1991.0,155.0,2,2015-02-10,2025-02-09,2.1,False
BMW,5 Series 523i Highline ,96998,11410.0,11.5,142350.0,2497.0,150.0,3,2011-07-12,2031-07-01,8.5,True
Toyota,Camry 2.5A,141800,15200.0,2.0,36000.0,2487.0,154.0,1,2021-01-18,2031-01-18,8.0,False
BMW,7 Series 730Li Sunroof,168000,22460.0,5.1,105800.0,1998.0,190.0,1,2017-12-22,2027-12-22,4.9,False
Lexus,ES250 Luxury Sunroof,172800,21960.0,3.5,87000.0,2487.0,152.0,2,2019-07-23,2029-07-22,6.5,False
BMW,5 Series 530i M-Sport,152800,26660.0,5.6,78000.0,1998.0,185.0,1,2017-06-08,2027-06-08,4.4,False
Audi,A3 Sedan Mild Hybrid 1.5A TFSI 35 Sport,148800,16910.0,2.0,22000.0,1498.0,119.4,2,2021-01-20,2031-01-20,8.0,False
BMW,5 Series 520i Sport,166800,20790.0,3.5,75311.0,1998.0,135.0,1,2019-06-25,2029-06-24,6.5,False
BMW,5 Series 530i,210000,22760.0,2.4,70000.0,1998.0,185.0,1,2020-08-18,2030-08-18,7.6,False
Mercedes-Benz,E-Class E300 Exclusive,222500,28300.0,3.7,28000.0,1991.0,190.0,2,2019-04-24,2029-04-23,6.3,False
Toyota,Camry Hybrid 2.5A Elegance,160800,17020.0,1.3,46000.0,2487.0,155.0,1,2021-09-24,2031-09-24,8.7,False
Mercedes-Benz,C-Class C180K ,88888,10290.0,11.4,141894.0,1597.0,115.0,2,2011-08-31,2031-08-01,8.6,True
Mercedes-Benz,E-Class E200 NGT ,56800,9240.0,13.9,,1796.0,120.0,5,2009-03-04,2029-03-01,6.1,True
Audi,A4 2.0A TFSI S-tronic,140800,16790.0,2.8,60000.0,1984.0,140.0,1,2020-03-31,2030-03-31,7.2,False
Mercedes-Benz,CLA-Class CLA180 AMG Line Premium Plus Sunroof,109998,17340.0,4.7,98205.0,1595.0,90.0,2,2018-05-03,2028-05-02,5.3,False
Mercedes-Benz,E-Class E250 CGI ,84800,12610.0,13.1,170000.0,1796.0,150.0,2,2009-12-22,2029-09-01,6.6,True
BMW,5 Series 530i Luxury,140800,23500.0,5.4,82000.0,1998.0,185.0,3,2017-08-31,2027-08-31,4.6,False
Hyundai,i45 2.0A ,72800,9650.0,12.5,,1998.0,121.4,3,2010-07-28,2030-07-01,7.5,True
Mercedes-Benz,E-Class E220d,123500,22510.0,5.6,68000.0,1950.0,143.0,2,2017-06-14,2027-06-14,4.4,False
Mercedes-Benz,E-Class E250 CGI Avantgarde ,95998,12290.0,12.2,124310.0,1796.0,150.0,3,2010-11-04,2030-10-01,7.7,True
Audi,A4 2.0A TFSI S-tronic,113800,17170.0,4.5,75000.0,1984.0,140.0,2,2018-07-11,2028-07-10,5.5,False
Toyota,Camry 2.5A,79888,16430.0,6.2,31000.0,2494.0,133.0,2,2016-11-16,2026-11-16,3.8,False
BMW,6 Series 640i Gran Coupe M-Sport Sunroof,206000,29070.0,5.1,70000.0,2979.0,235.0,2,2017-12-21,2027-12-21,4.9,False
Volvo,S90 T6 Inscription,111000,20710.0,6.0,82300.0,1969.0,235.0,3,2017-01-18,2027-01-18,4.0,False
Toyota,Camry 2.5A,121998,15160.0,3.2,49500.0,2487.0,154.0,1,2019-10-15,2029-10-14,6.8,False
Lexus,ES Hybrid ES300h Sunroof,55500,19900.0,8.2,156000.0,2494.0,151.0,2,2014-10-23,2024-10-22,1.8,False
Nissan,Teana 2.5A ,63800,9370.0,13.2,150000.0,2496.0,134.0,1,2009-11-10,2029-10-01,6.7,True
Mercedes-Benz,CLA-Class CLA180 AMG Line,130800,18240.0,3.7,46000.0,1595.0,90.0,2,2019-05-09,2029-05-08,6.3,False
Audi,S8 4.0A TFSI Quattro ,239800,23960.0,9.9,112000.0,3993.0,382.0,5,2013-02-28,2033-02-27,10.1,True
Toyota,Camry Hybrid 2.5A Ascent,115800,16740.0,3.7,50627.0,2487.0,160.0,2,2019-05-03,2029-05-02,6.3,False
Mercedes-Benz,E-Class E200 Mild Hybrid Avantgarde,276998,25670.0,0.6,4181.0,1991.0,155.0,1,2022-06-24,2032-06-23,9.4,False
